tx_id,order_id,user_id,timestamp,merchant_id,merchant_name,crypto_asset,fiat_currency,fiat_volume_cad,tx_status,payment_channel,decline_reason,processor_code,flat_fee_cad,spread_income_cad,flow_direction,risk_score,aml_flag,ip_country,velocity_1h,is_high_risk,order_created_at,channel_selected_at,kyc_passed_at,payment_completed_at,settled_at,provider_amount_cad,ledger_amount_cad,recon_delta_cad,recon_status,latency_ms,settlement_latency_min
TX-20260616-0026,ORD-20260616-0026,U00107,2026-06-16T10:15:53Z,M1014,Merchant 1014,USDC,USD,417.26,Completed,Wire Transfer,,APPROVED,1.43,0.5,Inflow,34.73,False,NG,0,False,2026-06-16T09:45:25Z,2026-06-16T09:55:15Z,2026-06-16T10:06:03Z,2026-06-16T10:15:53Z,2026-06-16T10:52:53Z,417.26,417.26,0.0,Matched,564,37
TX-20260616-0007,ORD-20260616-0007,U00740,2026-06-16T10:22:38Z,M1005,Merchant 1005,USDT,CAD,563.07,Completed,Interac e-Transfer,,APPROVED,1.64,0.68,Outflow,57.68,False,CA,1,False,2026-06-16T10:20:29Z,2026-06-16T10:28:12Z,2026-06-16T10:52:31Z,2026-06-16T10:22:38Z,2026-06-16T10:34:38Z,563.07,563.07,0.0,Matched,239,12
TX-20260616-0009,ORD-20260616-0009,U00735,2026-06-16T10:26:58Z,M1001,Merchant 1001,USDC,CAD,106.89,Completed,Crypto Network,,APPROVED,1.0,0.13,Outflow,38.17,False,CA,2,False,2026-06-16T10:18:47Z,2026-06-16T10:21:42Z,2026-06-16T10:37:03Z,2026-06-16T10:26:58Z,2026-06-16T10:56:58Z,106.89,106.89,0.0,Matched,340,30
TX-20260616-0023,ORD-20260616-0023,U00714,2026-06-16T10:35:51Z,M1004,Merchant 1004,USDC,USD,494.75,Pending,Interac e-Transfer,,PENDING,0.0,0.0,Inflow,42.87,False,CA,1,False,2026-06-16T10:09:20Z,2026-06-16T10:17:03Z,2026-06-16T10:30:36Z,,,494.75,494.75,0.0,Matched,463,
TX-20260616-0086,ORD-20260616-0086,U00689,2026-06-16T11:01:26Z,M1015,Merchant 1015,USDT,USD,322.8,Completed,Crypto Network,,APPROVED,1.3,0.39,Outflow,53.28,False,US,3,False,2026-06-16T10:41:21Z,2026-06-16T10:46:51Z,2026-06-16T11:09:51Z,2026-06-16T11:01:26Z,2026-06-16T11:26:26Z,322.8,322.8,0.0,Matched,472,25
TX-20260616-0045,ORD-20260616-0045,U00092,2026-06-16T11:27:23Z,M1001,Merchant 1001,USDT,CAD,437.7,Completed,Card,,APPROVED,1.46,0.53,Inflow,46.61,False,CA,0,False,2026-06-16T10:36:26Z,2026-06-16T10:44:03Z,2026-06-16T10:56:27Z,2026-06-16T11:27:23Z,2026-06-16T12:15:23Z,437.7,437.7,0.0,Matched,572,48
TX-20260616-0002,ORD-20260616-0002,U00582,2026-06-16T11:33:06Z,M1008,Merchant 1008,USDC,USD,75.78,Completed,Card,,APPROVED,0.96,0.09,Inflow,33.04,False,CA,1,False,2026-06-16T11:28:49Z,2026-06-16T11:34:15Z,2026-06-16T11:40:12Z,2026-06-16T11:33:06Z,2026-06-16T11:57:06Z,75.78,75.78,0.0,Matched,593,24
TX-20260616-0050,ORD-20260616-0050,U00686,2026-06-16T11:46:16Z,M1012,Merchant 1012,USDC,CAD,1167.54,Completed,Interac e-Transfer,,APPROVED,2.48,1.4,Inflow,65.61,False,NG,3,False,2026-06-16T11:06:15Z,2026-06-16T11:13:48Z,2026-06-16T11:36:44Z,2026-06-16T11:46:16Z,2026-06-16T12:02:16Z,1167.54,1167.54,0.0,Matched,896,16
TX-20260616-0016,ORD-20260616-0016,U00420,2026-06-16T11:47:11Z,M1016,Merchant 1016,USDC,CAD,2355.96,Completed,Interac e-Transfer,,APPROVED,4.15,2.83,Outflow,56.36,False,US,0,False,2026-06-16T11:31:39Z,2026-06-16T11:35:47Z,2026-06-16T11:52:44Z,2026-06-16T11:47:11Z,2026-06-16T11:56:11Z,2355.96,2355.96,0.0,Matched,668,9
TX-20260616-0072,ORD-20260616-0072,U00392,2026-06-16T12:34:44Z,M1010,Merchant 1010,USDC,CAD,147.85,Completed,Interac e-Transfer,,APPROVED,1.06,0.18,Outflow,36.61,False,SG,3,False,2026-06-16T11:38:16Z,2026-06-16T11:43:47Z,2026-06-16T12:07:20Z,2026-06-16T12:34:44Z,2026-06-16T12:55:44Z,147.85,147.85,0.0,Matched,968,21
TX-20260616-0077,ORD-20260616-0077,U00711,2026-06-16T12:50:42Z,M1011,Merchant 1011,USDT,USD,57.32,Completed,Crypto Network,,APPROVED,0.93,0.07,Inflow,37.78,False,GB,2,False,2026-06-16T12:07:50Z,2026-06-16T12:15:20Z,2026-06-16T12:28:53Z,2026-06-16T12:50:42Z,2026-06-16T13:04:42Z,57.32,57.32,0.0,Matched,475,14
TX-20260616-0079,ORD-20260616-0079,U00314,2026-06-16T13:34:28Z,M1013,Merchant 1013,USDC,CAD,113.77,Completed,Wire Transfer,,APPROVED,1.01,0.14,Outflow,52.85,False,GB,2,False,2026-06-16T12:33:53Z,2026-06-16T12:43:37Z,2026-06-16T12:53:33Z,2026-06-16T13:34:28Z,2026-06-16T13:47:28Z,113.77,113.77,0.0,Matched,1005,13
TX-20260616-0094,ORD-20260616-0094,U00501,2026-06-16T13:44:26Z,M1004,Merchant 1004,USDC,CAD,159.1,Completed,Card,,APPROVED,1.07,0.19,Outflow,77.15,False,GB,1,False,2026-06-16T13:32:37Z,2026-06-16T13:38:27Z,2026-06-16T13:53:46Z,2026-06-16T13:44:26Z,2026-06-16T14:26:26Z,159.1,159.1,0.0,Matched,240,42
TX-20260616-0089,ORD-20260616-0089,U00046,2026-06-16T14:01:08Z,M1019,Merchant 1019,USDC,CAD,46.41,Completed,Interac e-Transfer,,APPROVED,0.91,0.06,Inflow,50.34,False,CA,0,False,2026-06-16T13:57:34Z,2026-06-16T14:04:43Z,2026-06-16T14:08:47Z,2026-06-16T14:01:08Z,2026-06-16T14:17:08Z,46.41,46.41,0.0,Matched,323,16
TX-20260616-0084,ORD-20260616-0084,U00443,2026-06-16T14:14:09Z,M1017,Merchant 1017,USDC,CAD,284.11,Completed,Card,,APPROVED,1.25,0.34,Inflow,34.24,False,US,1,False,2026-06-16T13:48:22Z,2026-06-16T13:54:18Z,2026-06-16T14:15:28Z,2026-06-16T14:14:09Z,2026-06-16T14:26:09Z,284.11,284.11,0.0,Matched,359,12
TX-20260616-0059,ORD-20260616-0059,U00225,2026-06-16T14:32:45Z,M1002,Merchant 1002,USDT,USD,86.31,Completed,Wire Transfer,,APPROVED,0.97,0.1,Inflow,25.56,False,US,0,False,2026-06-16T14:16:57Z,2026-06-16T14:17:19Z,2026-06-16T14:19:32Z,2026-06-16T14:32:45Z,2026-06-16T14:59:45Z,86.31,86.31,0.0,Matched,503,27
TX-20260616-0032,ORD-20260616-0032,U00568,2026-06-16T14:37:56Z,M1002,Merchant 1002,ETH,USD,331.44,Completed,Interac e-Transfer,,APPROVED,1.31,0.7,Inflow,46.33,False,CA,2,False,2026-06-16T14:21:52Z,2026-06-16T14:25:05Z,2026-06-16T14:41:09Z,2026-06-16T14:37:56Z,2026-06-16T14:55:56Z,331.44,331.44,0.0,Matched,754,18
TX-20260616-0006,ORD-20260616-0006,U00338,2026-06-16T14:57:30Z,M1009,Merchant 1009,USDC,CAD,115.35,Completed,Crypto Network,,APPROVED,1.01,0.14,Inflow,62.41,False,CA,3,False,2026-06-16T14:46:04Z,2026-06-16T14:51:25Z,2026-06-16T15:12:36Z,2026-06-16T14:57:30Z,2026-06-16T15:25:30Z,115.35,115.35,0.0,Matched,524,28
TX-20260616-0057,ORD-20260616-0057,U00270,2026-06-16T15:01:00Z,M1006,Merchant 1006,USDT,CAD,638.44,Completed,Wire Transfer,,APPROVED,1.74,0.77,Inflow,37.03,False,CA,3,False,2026-06-16T14:36:15Z,2026-06-16T14:44:30Z,2026-06-16T14:56:51Z,2026-06-16T15:01:00Z,2026-06-16T15:12:00Z,638.44,638.44,0.0,Matched,644,11
TX-20260616-0058,ORD-20260616-0058,U00545,2026-06-16T15:01:50Z,M1020,Merchant 1020,USDC,CAD,910.91,Failed,Crypto Network,API Timeout,PROC_TIMEOUT,0.0,0.0,Inflow,56.06,False,HK,1,False,2026-06-16T14:33:46Z,2026-06-16T14:36:32Z,2026-06-16T14:38:31Z,,,910.91,910.91,0.0,Matched,824,
TX-20260616-0060,ORD-20260616-0060,U00659,2026-06-16T15:01:51Z,M1019,Merchant 1019,ETH,CAD,263.61,Completed,Interac e-Transfer,,APPROVED,1.22,0.55,Inflow,45.08,False,HK,0,False,2026-06-16T14:03:14Z,2026-06-16T14:10:52Z,2026-06-16T14:28:01Z,2026-06-16T15:01:51Z,2026-06-16T15:28:51Z,263.61,263.61,0.0,Matched,340,27
TX-20260616-0038,ORD-20260616-0038,U00387,2026-06-16T15:05:25Z,M1016,Merchant 1016,BTC,CAD,303.5,Completed,Interac e-Transfer,,APPROVED,1.27,0.64,Inflow,53.4,False,HK,3,False,2026-06-16T14:44:14Z,2026-06-16T14:53:05Z,2026-06-16T14:53:45Z,2026-06-16T15:05:25Z,2026-06-16T15:41:25Z,342.46,303.5,38.96,Mismatch,594,36
TX-20260616-0087,ORD-20260616-0087,U00748,2026-06-16T15:14:17Z,M1007,Merchant 1007,USDC,USD,116.29,Completed,Wire Transfer,,APPROVED,1.01,0.14,Outflow,53.3,False,CA,0,False,2026-06-16T14:50:24Z,2026-06-16T14:56:17Z,2026-06-16T15:01:09Z,2026-06-16T15:14:17Z,2026-06-16T16:42:17Z,116.29,116.29,0.0,Matched,615,88
TX-20260616-0039,ORD-20260616-0039,U00498,2026-06-16T15:16:43Z,M1001,Merchant 1001,USDT,CAD,24.03,Completed,Interac e-Transfer,,APPROVED,0.88,0.03,Outflow,30.51,False,CA,3,False,2026-06-16T14:48:54Z,2026-06-16T14:56:33Z,2026-06-16T14:57:15Z,2026-06-16T15:16:43Z,2026-06-16T15:37:43Z,24.03,24.03,0.0,Matched,430,21
TX-20260616-0065,ORD-20260616-0065,U00338,2026-06-16T15:19:22Z,M1001,Merchant 1001,BTC,USD,205.05,Completed,Card,,APPROVED,1.14,0.43,Inflow,35.24,False,US,2,False,2026-06-16T14:43:48Z,2026-06-16T14:48:33Z,2026-06-16T15:01:33Z,2026-06-16T15:19:22Z,2026-06-16T16:06:22Z,205.05,205.05,0.0,Matched,1200,47
TX-20260616-0064,ORD-20260616-0064,U00089,2026-06-16T15:24:17Z,M1004,Merchant 1004,USDC,CAD,506.7,Completed,Crypto Network,,APPROVED,1.56,0.61,Outflow,80.01,False,SG,1,False,2026-06-16T14:38:43Z,2026-06-16T14:45:55Z,2026-06-16T14:50:13Z,2026-06-16T15:24:17Z,2026-06-16T15:32:17Z,506.7,506.7,0.0,Matched,522,8
TX-20260616-0047,ORD-20260616-0047,U00322,2026-06-16T15:28:41Z,M1011,Merchant 1011,USDT,CAD,644.83,Completed,Interac e-Transfer,,APPROVED,1.75,0.77,Outflow,53.9,False,US,1,False,2026-06-16T14:28:26Z,2026-06-16T14:31:53Z,2026-06-16T14:37:11Z,2026-06-16T15:28:41Z,2026-06-16T15:38:41Z,644.83,644.83,0.0,Matched,735,10
TX-20260616-0049,ORD-20260616-0049,U00276,2026-06-16T15:38:52Z,M1020,Merchant 1020,ETH,USD,71.76,Completed,Wire Transfer,,APPROVED,0.95,0.15,Inflow,51.63,False,CA,0,False,2026-06-16T14:48:59Z,2026-06-16T14:50:38Z,2026-06-16T15:13:25Z,2026-06-16T15:38:52Z,2026-06-16T16:16:52Z,71.76,71.76,0.0,Matched,444,38
TX-20260616-0091,ORD-20260616-0091,U00122,2026-06-16T15:47:37Z,M1006,Merchant 1006,USDC,CAD,496.48,Completed,Wire Transfer,,APPROVED,1.55,0.6,Inflow,38.46,False,HK,3,False,2026-06-16T15:29:26Z,2026-06-16T15:36:30Z,2026-06-16T15:47:08Z,2026-06-16T15:47:37Z,2026-06-16T16:08:37Z,496.48,496.48,0.0,Matched,559,21
TX-20260616-0062,ORD-20260616-0062,U00162,2026-06-16T16:08:16Z,M1005,Merchant 1005,ETH,CAD,81.33,Completed,Wire Transfer,,APPROVED,0.96,0.17,Inflow,35.34,False,CA,2,False,2026-06-16T15:00:01Z,2026-06-16T15:04:59Z,2026-06-16T15:20:23Z,2026-06-16T16:08:16Z,2026-06-16T16:38:16Z,81.33,81.33,0.0,Matched,914,30
TX-20260616-0029,ORD-20260616-0029,U00493,2026-06-16T16:54:21Z,M1009,Merchant 1009,BTC,CAD,541.81,Completed,Wire Transfer,,APPROVED,1.61,1.14,Inflow,68.99,False,GB,4,False,2026-06-16T16:06:03Z,2026-06-16T16:13:22Z,2026-06-16T16:28:54Z,2026-06-16T16:54:21Z,2026-06-16T17:45:21Z,541.81,541.81,0.0,Matched,438,51
TX-20260616-0024,ORD-20260616-0024,U00573,2026-06-16T16:59:12Z,M1012,Merchant 1012,USDC,CAD,216.46,Completed,Interac e-Transfer,,APPROVED,1.15,0.26,Inflow,87.12,False,GB,2,True,2026-06-16T15:51:22Z,2026-06-16T15:55:16Z,2026-06-16T16:04:29Z,2026-06-16T16:59:12Z,2026-06-16T17:22:12Z,216.46,216.46,0.0,Matched,613,23
TX-20260616-0088,ORD-20260616-0088,U00437,2026-06-16T17:05:07Z,M1018,Merchant 1018,USDC,CAD,301.06,Completed,Interac e-Transfer,,APPROVED,1.27,0.36,Outflow,51.53,False,CA,4,False,2026-06-16T16:16:24Z,2026-06-16T16:25:56Z,2026-06-16T16:31:16Z,2026-06-16T17:05:07Z,2026-06-16T17:28:07Z,301.06,301.06,0.0,Matched,495,23
TX-20260616-0083,ORD-20260616-0083,U00300,2026-06-16T17:20:42Z,M1001,Merchant 1001,USDT,CAD,494.99,Completed,Interac e-Transfer,,APPROVED,1.54,0.59,Inflow,50.95,False,US,2,False,2026-06-16T16:55:10Z,2026-06-16T16:59:20Z,2026-06-16T17:10:24Z,2026-06-16T17:20:42Z,2026-06-16T18:10:42Z,494.99,494.99,0.0,Matched,1279,50
TX-20260616-0005,ORD-20260616-0005,U00163,2026-06-16T17:23:19Z,M1013,Merchant 1013,USDC,USD,31.57,Completed,Interac e-Transfer,,APPROVED,0.89,0.04,Inflow,74.5,False,SG,4,False,2026-06-16T16:31:16Z,2026-06-16T16:33:21Z,2026-06-16T16:46:11Z,2026-06-16T17:23:19Z,2026-06-16T17:45:19Z,16.61,31.57,-14.96,Mismatch,1185,22
TX-20260616-0040,ORD-20260616-0040,U00543,2026-06-16T17:26:31Z,M1012,Merchant 1012,BTC,CAD,61.37,Completed,Interac e-Transfer,,APPROVED,0.94,0.13,Inflow,24.79,False,CA,0,False,2026-06-16T16:45:37Z,2026-06-16T16:47:51Z,2026-06-16T17:04:44Z,2026-06-16T17:26:31Z,2026-06-16T18:55:31Z,61.37,61.37,0.0,Matched,337,89
TX-20260616-0093,ORD-20260616-0093,U00140,2026-06-16T17:43:07Z,M1009,Merchant 1009,USDC,USD,264.9,Completed,Interac e-Transfer,,APPROVED,1.22,0.32,Outflow,47.68,False,CA,3,False,2026-06-16T17:08:46Z,2026-06-16T17:12:30Z,2026-06-16T17:31:54Z,2026-06-16T17:43:07Z,2026-06-16T18:04:07Z,264.9,264.9,0.0,Matched,568,21
TX-20260616-0027,ORD-20260616-0027,U00442,2026-06-16T17:43:12Z,M1012,Merchant 1012,USDC,CAD,33.5,Completed,Card,,APPROVED,0.9,0.04,Outflow,49.09,False,US,2,False,2026-06-16T16:37:42Z,2026-06-16T16:40:36Z,,2026-06-16T17:43:12Z,2026-06-16T18:01:12Z,33.5,33.5,0.0,Matched,515,18
TX-20260616-0022,ORD-20260616-0022,U00324,2026-06-16T17:48:57Z,M1005,Merchant 1005,USDC,USD,170.68,Completed,Wire Transfer,,APPROVED,1.09,0.2,Inflow,49.89,False,CA,0,False,2026-06-16T17:21:46Z,2026-06-16T17:30:52Z,2026-06-16T17:54:42Z,2026-06-16T17:48:57Z,2026-06-16T17:58:57Z,170.68,170.68,0.0,Matched,917,10
TX-20260616-0019,ORD-20260616-0019,U00208,2026-06-16T18:00:19Z,M1005,Merchant 1005,USDC,CAD,121.44,Completed,Interac e-Transfer,,APPROVED,1.02,0.15,Outflow,46.78,True,SG,6,True,2026-06-16T17:07:02Z,2026-06-16T17:13:03Z,2026-06-16T17:30:37Z,2026-06-16T18:00:19Z,2026-06-16T18:27:19Z,121.44,121.44,0.0,Matched,531,27
TX-20260616-0010,ORD-20260616-0010,U00571,2026-06-16T18:40:33Z,M1007,Merchant 1007,USDT,CAD,4571.79,Completed,Card,,APPROVED,7.25,5.49,Outflow,49.38,False,HK,3,False,2026-06-16T18:03:33Z,2026-06-16T18:06:13Z,2026-06-16T18:15:11Z,2026-06-16T18:40:33Z,2026-06-16T18:48:33Z,4571.79,4571.79,0.0,Matched,730,8
TX-20260616-0041,ORD-20260616-0041,U00695,2026-06-16T18:47:31Z,M1009,Merchant 1009,USDT,CAD,240.25,Completed,Crypto Network,,APPROVED,1.19,0.29,Outflow,35.72,False,CA,1,False,2026-06-16T18:29:46Z,2026-06-16T18:32:37Z,2026-06-16T18:40:01Z,2026-06-16T18:47:31Z,2026-06-16T18:53:31Z,240.25,240.25,0.0,Matched,330,6
TX-20260616-0066,ORD-20260616-0066,U00017,2026-06-16T19:23:35Z,M1002,Merchant 1002,USDC,CAD,43.26,Completed,Interac e-Transfer,,APPROVED,0.91,0.05,Outflow,78.48,False,CA,2,False,2026-06-16T18:46:42Z,2026-06-16T18:53:49Z,2026-06-16T19:08:38Z,2026-06-16T19:23:35Z,2026-06-16T19:41:35Z,43.26,43.26,0.0,Matched,650,18
TX-20260616-0018,ORD-20260616-0018,U00228,2026-06-16T19:24:10Z,M1017,Merchant 1017,USDC,USD,3301.3,Completed,Interac e-Transfer,,APPROVED,5.47,3.96,Outflow,58.43,False,CA,5,False,2026-06-16T18:16:15Z,2026-06-16T18:25:55Z,2026-06-16T18:36:31Z,2026-06-16T19:24:10Z,2026-06-16T19:35:10Z,3301.3,3301.3,0.0,Matched,670,11
TX-20260616-0036,ORD-20260616-0036,U00354,2026-06-16T20:23:07Z,M1016,Merchant 1016,USDT,CAD,139.71,Completed,Crypto Network,,APPROVED,1.05,0.17,Outflow,46.96,False,NG,2,False,2026-06-16T19:26:11Z,2026-06-16T19:30:33Z,2026-06-16T19:37:05Z,2026-06-16T20:23:07Z,2026-06-16T20:48:07Z,139.71,139.71,0.0,Matched,676,25
TX-20260616-0096,ORD-20260616-0096,U00303,2026-06-16T20:23:25Z,M1011,Merchant 1011,USDC,CAD,883.26,Completed,Crypto Network,,APPROVED,2.09,1.06,Inflow,41.99,False,CA,2,False,2026-06-16T20:06:27Z,2026-06-16T20:15:24Z,2026-06-16T20:34:04Z,2026-06-16T20:23:25Z,2026-06-16T20:43:25Z,883.26,883.26,0.0,Matched,1205,20
TX-20260616-0025,ORD-20260616-0025,U00707,2026-06-16T20:29:56Z,M1014,Merchant 1014,BTC,CAD,222.96,Completed,Card,,APPROVED,1.16,0.47,Inflow,23.76,False,CA,1,False,2026-06-16T20:00:00Z,2026-06-16T20:04:47Z,2026-06-16T20:10:22Z,2026-06-16T20:29:56Z,2026-06-16T21:38:56Z,222.96,222.96,0.0,Matched,1733,69
TX-20260616-0042,ORD-20260616-0042,U00720,2026-06-16T20:45:51Z,M1017,Merchant 1017,USDC,CAD,745.8,Pending,Wire Transfer,,PENDING,0.0,0.0,Inflow,23.39,False,CA,1,False,2026-06-16T19:56:18Z,2026-06-16T20:00:49Z,2026-06-16T20:10:01Z,,,745.8,745.8,0.0,Matched,687,
TX-20260616-0092,ORD-20260616-0092,U00151,2026-06-16T20:53:39Z,M1009,Merchant 1009,USDT,CAD,750.05,Completed,Crypto Network,,APPROVED,1.9,0.9,Outflow,23.92,False,GB,0,False,2026-06-16T20:48:07Z,2026-06-16T20:49:16Z,2026-06-16T20:53:49Z,2026-06-16T20:53:39Z,2026-06-16T21:09:39Z,750.05,750.05,0.0,Matched,859,16
TX-20260616-0035,ORD-20260616-0035,U00401,2026-06-16T21:04:43Z,M1017,Merchant 1017,USDT,CAD,50.97,Completed,Interac e-Transfer,,APPROVED,0.92,0.06,Inflow,43.82,False,CA,2,False,2026-06-16T20:05:47Z,2026-06-16T20:10:57Z,2026-06-16T20:33:34Z,2026-06-16T21:04:43Z,2026-06-16T21:13:43Z,50.97,50.97,0.0,Matched,327,9
TX-20260616-0033,ORD-20260616-0033,U00520,2026-06-16T21:11:53Z,M1012,Merchant 1012,USDC,CAD,380.92,Completed,Interac e-Transfer,,APPROVED,1.38,0.46,Outflow,47.37,False,HK,3,False,2026-06-16T20:57:41Z,2026-06-16T21:06:29Z,2026-06-16T21:24:25Z,2026-06-16T21:11:53Z,2026-06-16T21:31:53Z,380.92,380.92,0.0,Matched,658,20
TX-20260616-0051,ORD-20260616-0051,U00476,2026-06-16T21:20:52Z,M1010,Merchant 1010,BTC,CAD,954.31,Completed,Crypto Network,,APPROVED,2.19,2.0,Inflow,55.34,False,CA,2,False,2026-06-16T20:22:44Z,2026-06-16T20:27:37Z,2026-06-16T20:32:28Z,2026-06-16T21:20:52Z,2026-06-16T22:05:52Z,954.31,954.31,0.0,Matched,803,45
TX-20260616-0052,ORD-20260616-0052,U00079,2026-06-16T21:27:15Z,M1018,Merchant 1018,ETH,CAD,85.54,Completed,Interac e-Transfer,,APPROVED,0.97,0.18,Inflow,53.95,False,CA,1,False,2026-06-16T20:25:48Z,2026-06-16T20:30:05Z,2026-06-16T20:40:31Z,2026-06-16T21:27:15Z,2026-06-16T21:55:15Z,85.54,85.54,0.0,Matched,265,28
TX-20260616-0031,ORD-20260616-0031,U00339,2026-06-16T21:38:23Z,M1003,Merchant 1003,USDC,CAD,362.47,Completed,Wire Transfer,,APPROVED,1.36,0.43,Inflow,43.11,False,CA,1,False,2026-06-16T21:28:06Z,2026-06-16T21:28:52Z,2026-06-16T21:47:33Z,2026-06-16T21:38:23Z,2026-06-16T21:53:23Z,362.47,362.47,0.0,Matched,719,15
TX-20260616-0055,ORD-20260616-0055,U00338,2026-06-16T22:11:19Z,M1001,Merchant 1001,USDT,CAD,483.46,Completed,Interac e-Transfer,,APPROVED,1.53,0.58,Outflow,28.01,False,GB,3,False,2026-06-16T22:01:58Z,2026-06-16T22:02:28Z,2026-06-16T22:26:11Z,2026-06-16T22:11:19Z,2026-06-16T22:15:19Z,483.46,483.46,0.0,Matched,616,4
TX-20260616-0044,ORD-20260616-0044,U00223,2026-06-16T22:20:10Z,M1006,Merchant 1006,USDT,USD,117.5,Completed,Interac e-Transfer,,APPROVED,1.01,0.14,Outflow,47.24,False,NG,3,False,2026-06-16T22:10:56Z,2026-06-16T22:19:55Z,2026-06-16T22:24:36Z,2026-06-16T22:20:10Z,2026-06-16T22:33:10Z,117.5,117.5,0.0,Matched,505,13
TX-20260616-0099,ORD-20260616-0099,U00455,2026-06-16T23:02:15Z,M1018,Merchant 1018,USDC,CAD,243.4,Failed,Interac e-Transfer,Insufficient Funds,DECLINE_051,0.0,0.0,Inflow,47.87,False,SG,3,False,2026-06-16T21:53:55Z,2026-06-16T21:56:47Z,2026-06-16T22:18:54Z,,,243.4,243.4,0.0,Matched,445,
TX-20260616-0011,ORD-20260616-0011,U00419,2026-06-16T23:17:54Z,M1014,Merchant 1014,USDC,CAD,170.0,Completed,Card,,APPROVED,1.09,0.2,Inflow,39.67,False,CA,2,False,2026-06-16T22:11:54Z,2026-06-16T22:14:56Z,2026-06-16T22:22:40Z,2026-06-16T23:17:54Z,2026-06-16T23:40:54Z,170.0,170.0,0.0,Matched,293,23
TX-20260616-0075,ORD-20260616-0075,U00329,2026-06-16T23:23:51Z,M1008,Merchant 1008,USDC,CAD,1224.75,Completed,Interac e-Transfer,,APPROVED,2.56,1.47,Inflow,33.61,False,CA,2,False,2026-06-16T23:08:08Z,2026-06-16T23:16:21Z,2026-06-16T23:20:05Z,2026-06-16T23:23:51Z,2026-06-16T23:33:51Z,1224.75,1224.75,0.0,Matched,449,10
TX-20260616-0008,ORD-20260616-0008,U00486,2026-06-17T00:01:41Z,M1008,Merchant 1008,USDC,USD,43.81,Completed,Crypto Network,,APPROVED,0.91,0.05,Inflow,64.52,False,CA,0,False,2026-06-16T23:44:05Z,2026-06-16T23:48:39Z,2026-06-16T23:49:13Z,2026-06-17T00:01:41Z,2026-06-17T00:16:41Z,43.81,43.81,0.0,Matched,403,15
TX-20260616-0097,ORD-20260616-0097,U00650,2026-06-17T00:37:31Z,M1008,Merchant 1008,USDT,USD,420.64,Completed,Wire Transfer,,APPROVED,1.44,0.5,Inflow,49.32,False,CA,1,False,2026-06-17T00:20:20Z,2026-06-17T00:25:30Z,2026-06-17T00:48:48Z,2026-06-17T00:37:31Z,2026-06-17T00:58:31Z,420.64,420.64,0.0,Matched,581,21
TX-20260616-0048,ORD-20260616-0048,U00419,2026-06-17T00:44:09Z,M1015,Merchant 1015,USDC,USD,191.82,Completed,Interac e-Transfer,,APPROVED,1.12,0.23,Inflow,74.61,False,NG,5,False,2026-06-17T00:25:30Z,2026-06-17T00:28:02Z,2026-06-17T00:37:52Z,2026-06-17T00:44:09Z,2026-06-17T01:20:09Z,191.82,191.82,0.0,Matched,563,36
TX-20260616-0063,ORD-20260616-0063,U00164,2026-06-17T00:49:32Z,M1013,Merchant 1013,USDC,CAD,117.25,Completed,Crypto Network,,APPROVED,1.01,0.14,Outflow,59.18,False,CA,0,False,2026-06-17T00:18:30Z,2026-06-17T00:26:48Z,2026-06-17T00:43:26Z,2026-06-17T00:49:32Z,2026-06-17T01:06:32Z,117.25,117.25,0.0,Matched,421,17
TX-20260616-0098,ORD-20260616-0098,U00652,2026-06-17T00:56:02Z,M1010,Merchant 1010,USDC,CAD,337.07,Pending,Interac e-Transfer,,PENDING,0.0,0.0,Inflow,33.33,False,SG,3,False,2026-06-17T00:53:47Z,2026-06-17T00:54:30Z,2026-06-17T01:13:09Z,,,337.07,337.07,0.0,Matched,880,
TX-20260616-0001,ORD-20260616-0001,U00623,2026-06-17T01:05:29Z,M1010,Merchant 1010,USDC,USD,152.48,Completed,Wire Transfer,,APPROVED,1.06,0.18,Outflow,72.02,False,CA,0,False,2026-06-17T00:03:06Z,2026-06-17T00:08:11Z,2026-06-17T00:11:09Z,2026-06-17T01:05:29Z,2026-06-17T01:19:29Z,152.48,152.48,0.0,Matched,331,14
TX-20260616-0043,ORD-20260616-0043,U00713,2026-06-17T01:55:27Z,M1019,Merchant 1019,USDT,CAD,154.32,Completed,Interac e-Transfer,,APPROVED,1.07,0.19,Inflow,29.99,False,CA,0,False,2026-06-17T01:22:11Z,2026-06-17T01:26:37Z,2026-06-17T01:48:26Z,2026-06-17T01:55:27Z,2026-06-17T02:35:27Z,154.32,154.32,0.0,Matched,681,40
TX-20260616-0069,ORD-20260616-0069,U00408,2026-06-17T02:21:49Z,M1007,Merchant 1007,ETH,USD,2366.52,Completed,Interac e-Transfer,,APPROVED,4.16,4.97,Outflow,46.23,False,US,2,False,2026-06-17T02:07:10Z,2026-06-17T02:07:32Z,2026-06-17T02:24:04Z,2026-06-17T02:21:49Z,2026-06-17T02:51:49Z,2366.52,2366.52,0.0,Matched,5085,30
TX-20260616-0003,ORD-20260616-0003,U00598,2026-06-17T02:36:58Z,M1004,Merchant 1004,USDT,CAD,936.09,Completed,Interac e-Transfer,,APPROVED,2.16,1.12,Outflow,60.41,False,US,3,False,2026-06-17T02:06:16Z,2026-06-17T02:10:56Z,2026-06-17T02:17:00Z,2026-06-17T02:36:58Z,2026-06-17T02:44:58Z,936.09,936.09,0.0,Matched,498,8
